alcohol,chlorides,volatile_acidity,total_sulfur_dioxide,fixed_acidity,quality,quality_class
10.2,0.04,0.28,139.0,6.5,6,1
10.1,0.035,0.23,142.0,6.3,7,2
10.1,0.039,0.29,120.0,6.5,6,1
14.0,0.025,0.29,120.0,5.8,7,2
9.4,0.038,0.27,155.0,6.3,6,1
11.8,0.027999999999999997,0.17,107.0,6.3,6,1
11.4,0.033,0.16,148.0,6.3,5,1
10.7,0.036000000000000004,0.29,117.0,7.9,5,1
8.6,0.040999999999999995,0.31,160.0,7.3,5,1
11.5,0.027999999999999997,0.32,191.0,5.5,7,2
11.2,0.027000000000000003,0.24,128.0,5.2,8,2
12.6,0.028999999999999998,0.37,87.0,7.2,7,2
12.6,0.024,0.29,76.0,6.1,7,2
9.3,0.054000000000000006,0.22,151.0,9.2,4,0
12.6,0.028999999999999998,0.37,87.0,7.2,7,2
12.1,0.04,0.18,96.0,8.0,6,1
9.9,0.053,0.22,177.0,6.5,6,1
10.7,0.047,0.18,102.0,7.4,5,1
10.0,0.047,0.52,26.0,6.5,4,0
10.4,0.047,0.15,96.0,7.0,8,2
10.5,0.04,0.415,64.0,5.9,5,1
9.7,0.037000000000000005,0.45,216.0,8.1,5,1
10.5,0.04,0.415,64.0,5.8,5,1
9.0,0.042,0.5,138.0,6.4,5,1
9.2,0.051,0.105,106.0,6.7,6,1
10.1,0.047,0.4,117.0,6.0,6,1
11.4,0.04,0.25,89.0,6.6,7,2
10.8,0.042,0.36,124.0,9.8,5,1
10.9,0.044000000000000004,0.23,135.0,9.6,5,1
9.2,0.047,0.55,182.0,6.3,6,1
12.9,0.038,0.115,166.0,6.5,7,2
12.0,0.042,0.125,99.0,6.4,7,2
9.5,0.047,0.1,100.0,5.7,5,1
11.8,0.031,0.25,117.0,7.9,7,2
9.1,0.048,0.2,159.0,6.9,6,1
9.7,0.047,0.23,128.0,6.9,6,1
9.1,0.043,0.39,162.0,6.8,5,1
10.0,0.053,0.22,114.0,8.7,5,1
10.4,0.042,0.41,127.0,7.4,5,1
9.5,0.048,0.25,161.0,6.7,6,1
12.3,0.027000000000000003,0.26,178.0,6.0,8,2
11.7,0.031,0.31,170.0,6.1,8,2
9.5,0.057999999999999996,0.28,133.0,9.2,5,1
11.5,0.034,0.31,91.0,9.0,5,1
10.6,0.076,0.16,57.0,8.5,6,1
10.2,0.052000000000000005,0.34,146.0,9.3,5,1
9.5,0.057999999999999996,0.28,133.0,9.2,5,1
10.5,0.048,0.24,131.0,7.2,5,1
10.5,0.047,0.25,132.0,7.2,5,1
8.9,0.040999999999999995,0.32,223.0,6.8,5,1
10.6,0.031,0.27,151.0,9.1,5,1
9.5,0.040999999999999995,0.34,188.0,8.9,5,1
10.8,0.025,0.17,111.0,7.0,6,1
9.5,0.038,0.25,220.0,6.7,5,1
8.9,0.042,0.32,219.0,6.9,5,1
8.9,0.040999999999999995,0.32,223.0,6.8,5,1
9.4,0.042,0.6,79.0,6.1,4,0
10.6,0.035,0.395,102.0,5.3,6,1
9.0,0.037000000000000005,0.16,171.0,7.9,4,0
10.5,0.034,0.33,172.0,7.6,4,0
9.0,0.054000000000000006,0.3,135.0,7.8,6,1
9.0,0.054000000000000006,0.3,135.0,7.8,6,1
9.4,0.201,0.26,189.5,5.7,6,1
9.0,0.054000000000000006,0.3,135.0,7.8,6,1
9.6,0.055,0.14,153.0,7.5,6,1
9.0,0.054000000000000006,0.3,135.0,7.8,6,1
10.2,0.043,0.25,151.0,6.6,7,2
9.4,0.201,0.26,189.5,5.7,6,1
10.4,0.057,0.23,73.0,8.2,6,1
10.4,0.03,0.24,129.0,6.0,5,1
9.5,0.039,0.45,82.0,6.1,5,1
10.6,0.044000000000000004,0.23,113.0,7.4,6,1
11.0,0.037000000000000005,0.2,74.0,7.2,5,1
9.6,0.055,0.14,153.0,7.5,6,1
9.9,0.062,0.25,115.0,7.7,6,1
9.6,0.03,0.61,118.0,8.2,5,1
12.8,0.036000000000000004,0.21,119.0,7.6,6,1
11.4,0.045,0.22,101.0,7.4,5,1
10.0,0.036000000000000004,0.26,214.0,7.2,6,1
9.1,0.042,0.25,173.0,6.4,5,1
9.4,0.039,0.32,198.0,6.3,7,2
10.2,0.042,0.25,189.0,6.8,6,1
9.2,0.036000000000000004,0.44,167.0,9.8,5,1
9.4,0.044000000000000004,0.2,109.0,7.2,5,1
9.6,0.03,0.61,118.0,8.2,5,1
10.1,0.028999999999999998,0.42,125.0,7.5,6,1
11.4,0.045,0.22,101.0,7.4,5,1
10.6,0.025,0.26,134.0,6.4,6,1
12.8,0.033,0.46,138.0,7.9,7,2
8.9,0.065,0.41,225.0,6.5,5,1
9.3,0.048,0.32,184.0,7.5,5,1
11.1,0.026000000000000002,0.21,104.0,6.6,8,2
9.9,0.037000000000000005,0.21,143.0,7.1,6,1
9.6,0.068,0.26,55.0,7.6,5,1
12.8,0.036000000000000004,0.21,119.0,7.6,6,1
10.7,0.024,0.25,135.0,6.9,7,2
9.2,0.07400000000000001,0.26,107.0,7.1,6,1
9.1,0.042,0.22,129.5,7.3,7,2
9.6,0.025,0.37,216.0,6.2,6,1
9.2,0.038,0.22,141.0,7.9,6,1
10.7,0.024,0.25,135.0,6.9,7,2
9.1,0.042,0.22,129.5,7.3,7,2
9.2,0.07400000000000001,0.26,107.0,7.1,6,1
10.7,0.02,0.25,93.0,7.4,7,2
10.8,0.027000000000000003,0.18,93.0,6.8,6,1
10.8,0.027999999999999997,0.17,75.0,7.0,7,2
9.0,0.046,0.3,192.0,6.4,5,1
10.7,0.049,0.33,97.0,5.0,6,1
10.7,0.049,0.33,97.0,5.0,6,1
9.4,0.047,0.33,200.0,8.9,5,1
8.8,0.037000000000000005,0.26,171.0,7.0,6,1
9.0,0.046,0.3,192.0,6.4,5,1
11.5,0.031,0.21,134.0,6.3,6,1
12.5,0.03,0.23,125.0,8.0,6,1
10.5,0.042,0.28,59.0,9.2,6,1
9.7,0.064,0.27,188.0,7.3,5,1
11.3,0.04,0.32,155.0,7.6,6,1
10.7,0.049,0.33,97.0,5.0,6,1
10.8,0.033,0.24,59.0,9.7,6,1
10.6,0.045,0.28,169.0,8.0,5,1
11.7,0.034,0.37,93.0,8.2,8,2
9.2,0.301,0.61,220.0,8.0,5,1
11.1,0.027000000000000003,0.26,126.0,7.2,8,2
11.7,0.034,0.37,93.0,8.2,8,2
11.0,0.044000000000000004,0.23,217.5,6.4,6,1
12.5,0.034,0.4,127.0,5.9,7,2
10.0,0.038,0.28,115.0,7.6,6,1
10.6,0.045,0.28,169.0,8.0,5,1
12.3,0.033,0.23,102.0,7.2,7,2
12.7,0.023,0.32,87.0,6.8,6,1
12.3,0.033,0.23,102.0,7.2,7,2
10.5,0.039,0.18,110.0,6.9,5,1
12.5,0.047,0.26,109.0,9.4,6,1
12.4,0.033,0.33,96.0,8.3,3,0
8.7,0.043,0.29,238.0,7.3,6,1
12.4,0.03,0.41,114.0,7.9,7,2
12.6,0.033,0.44,93.0,7.9,7,2
11.0,0.037000000000000005,0.39,131.0,7.7,6,1
10.1,0.043,0.26,155.0,7.7,6,1
10.5,0.036000000000000004,0.32,195.0,7.8,5,1
12.7,0.023,0.32,87.0,6.8,6,1
10.9,0.024,0.24,116.0,7.3,5,1
13.5,0.040999999999999995,0.44,128.0,7.1,7,2
9.2,0.040999999999999995,0.14,178.0,7.9,6,1
10.6,0.036000000000000004,0.18,187.0,7.4,7,2
13.3,0.033,0.43,141.0,8.1,7,2
13.5,0.040999999999999995,0.44,128.0,7.1,7,2
10.1,0.037000000000000005,0.26,131.0,6.4,5,1
9.4,0.042,0.66,233.0,8.0,4,0
10.6,0.055,0.2,167.0,8.0,7,2
11.3,0.046,0.21,80.0,7.2,6,1
10.8,0.045,0.18,73.0,7.2,7,2
10.4,0.051,0.57,195.0,8.4,5,1
10.5,0.034,0.26,160.0,5.3,7,2
9.3,0.049,0.245,150.0,5.7,5,1
9.3,0.047,0.245,152.0,5.6,6,1
12.2,0.037000000000000005,0.25,165.0,7.3,7,2
9.2,0.138,0.16,150.0,7.0,5,1
10.3,0.057,0.22,104.0,6.4,6,1
9.4,0.046,0.18,157.0,7.3,6,1
10.2,0.036000000000000004,0.17,223.0,6.4,6,1
9.0,0.034,0.29,212.0,6.9,6,1
9.3,0.036000000000000004,0.21,245.0,6.2,6,1
9.2,0.037000000000000005,0.23,236.0,6.4,6,1
9.4,0.05,0.19,156.0,7.3,6,1
9.4,0.046,0.18,157.0,7.3,6,1
9.5,0.039,0.29,223.0,9.6,6,1
9.9,0.036000000000000004,0.14,73.0,7.2,5,1
11.1,0.059000000000000004,0.31,174.0,6.9,7,2
12.3,0.027999999999999997,0.28,116.0,7.5,8,2
8.6,0.044000000000000004,0.22,163.0,8.0,7,2
9.4,0.04,0.31,145.0,7.6,5,1
9.4,0.048,0.35,190.0,8.4,6,1
8.6,0.044000000000000004,0.22,163.0,8.0,7,2
10.9,0.037000000000000005,0.5,126.0,8.1,5,1
9.4,0.16899999999999998,0.39,162.0,7.0,5,1
10.9,0.037000000000000005,0.5,126.0,8.1,5,1
9.4,0.048,0.35,190.0,8.4,6,1
9.2,0.064,0.22,132.0,6.2,6,1
8.6,0.044000000000000004,0.22,163.0,8.0,7,2
9.4,0.04,0.31,145.0,7.6,5,1
10.8,0.083,0.24,133.0,7.0,6,1
10.5,0.025,0.27,153.0,6.6,6,1
12.5,0.026000000000000002,0.16,140.0,7.8,6,1
12.1,0.027999999999999997,0.27,168.0,7.7,7,2
8.7,0.039,0.31,147.0,7.4,5,1
12.7,0.026000000000000002,0.45,151.0,8.0,8,2
12.1,0.027999999999999997,0.27,168.0,7.7,7,2
12.5,0.026000000000000002,0.16,140.0,7.8,6,1
11.4,0.05,0.16,147.0,6.6,7,2
12.9,0.032,0.21,110.0,8.3,7,2
12.8,0.028999999999999998,0.32,109.0,7.2,7,2
11.2,0.034,0.16,78.0,6.6,6,1
9.7,0.033,0.16,98.0,8.4,6,1
9.7,0.038,0.23,191.0,7.5,6,1
10.3,0.037000000000000005,0.17,79.0,6.2,6,1
11.6,0.03,0.39,102.0,6.9,4,0
11.6,0.031,0.41,102.0,6.9,4,0
9.7,0.038,0.23,191.0,7.5,6,1
10.9,0.045,0.38,131.0,7.5,6,1
12.6,0.045,0.42,122.0,7.3,7,2
12.4,0.04,0.34,163.0,7.3,6,1
11.5,0.042,0.23,166.0,7.8,5,1
10.2,0.045,0.245,159.0,9.0,6,1
11.4,0.032,0.2,176.0,6.9,5,1
9.6,0.067,0.19,212.0,7.4,6,1
10.3,0.035,0.2,163.0,8.2,6,1
9.3,0.038,0.59,228.0,8.0,5,1
10.7,0.05,0.14,114.0,7.9,7,2
12.8,0.047,0.24,105.0,6.8,8,2
9.5,0.049,0.14,142.0,9.7,5,1
10.4,0.046,0.15,130.0,9.2,6,1
10.3,0.049,0.17,94.0,9.4,6,1
9.9,0.040999999999999995,0.365,142.0,5.2,6,1
10.7,0.039,0.23,116.0,6.3,6,1
10.5,0.04,0.25,160.0,9.6,5,1
9.6,0.046,0.32,186.0,9.2,5,1
9.3,0.04,0.31,169.0,6.4,6,1
10.0,0.044000000000000004,0.2,162.0,8.1,6,1
11.2,0.026000000000000002,0.255,190.0,7.9,6,1
10.8,0.039,0.15,177.0,7.0,5,1
10.3,0.044000000000000004,0.15,96.0,6.4,6,1
8.8,0.038,0.25,234.0,6.4,5,1
12.8,0.044000000000000004,0.19,114.0,7.6,6,1
13.2,0.027999999999999997,0.43,114.0,7.3,6,1
10.1,0.037000000000000005,0.31,152.0,5.1,6,1
11.0,0.09300000000000001,0.2,161.0,6.2,5,1
10.8,0.043,0.16,182.0,6.9,6,1
12.8,0.04,0.32,114.0,7.7,7,2
9.2,0.042,0.22,168.0,6.5,6,1
10.5,0.047,0.26,167.0,6.8,6,1
11.7,0.027999999999999997,0.37,81.0,5.2,6,1
9.5,0.052000000000000005,0.19,104.0,8.4,5,1
9.5,0.05,0.21,108.0,8.3,5,1
8.8,0.057999999999999996,0.15,110.0,6.8,6,1
9.3,0.05,0.16,210.0,7.9,7,2
12.6,0.034,0.21,180.0,7.8,8,2
12.4,0.048,0.24,107.0,9.0,6,1
10.1,0.047,0.21,189.0,5.7,6,1
11.2,0.042,0.29,161.0,7.8,8,2
10.0,0.048,0.18,251.0,6.7,5,1
10.0,0.048,0.18,251.0,6.7,5,1
10.8,0.033,0.58,116.0,8.4,6,1
10.0,0.04,0.16,121.0,7.2,6,1
10.4,0.028999999999999998,0.54,151.0,7.6,5,1
10.8,0.033,0.58,116.0,8.4,6,1
9.8,0.059000000000000004,0.25,181.0,6.6,6,1
12.2,0.040999999999999995,0.23,165.0,7.3,8,2
12.7,0.043,0.39,113.0,7.3,8,2
12.2,0.039,0.46,163.0,7.0,7,2
11.9,0.039,0.35,162.0,8.2,7,2
11.2,0.042,0.29,161.0,7.8,8,2
10.4,0.042,0.35,61.0,9.2,4,0
12.8,0.034,0.57,122.0,8.0,7,2
12.7,0.027000000000000003,0.37,130.0,6.5,7,2
10.1,0.047,0.21,189.0,5.7,6,1
10.0,0.048,0.18,251.0,6.7,5,1
9.0,0.04,0.13,179.0,7.8,5,1
11.4,0.04,0.19,143.0,7.6,5,1
8.9,0.05,0.22,191.0,7.3,6,1
9.3,0.039,0.29,167.0,6.3,6,1
12.0,0.048,0.35,103.0,6.8,8,2
10.8,0.04,0.19,132.0,6.5,7,2
10.5,0.044000000000000004,0.12,158.0,6.2,6,1
10.6,0.038,0.13,189.5,6.0,7,2
11.3,0.04,0.25,115.0,6.4,7,2
9.5,0.051,0.32,96.0,6.9,4,0
11.4,0.04,0.19,143.0,7.6,5,1
10.1,0.046,0.13,140.0,6.7,7,2
10.9,0.037000000000000005,0.14,95.0,7.0,6,1
8.9,0.057999999999999996,0.27,115.0,7.6,5,1
8.9,0.05,0.22,191.0,7.3,6,1
9.3,0.168,0.64,185.0,7.4,5,1
10.4,0.052000000000000005,0.28,116.0,7.6,6,1
12.0,0.042,0.26,162.0,8.3,7,2
12.4,0.032,0.23,121.0,6.9,7,2
11.2,0.032,0.3,130.0,6.2,7,2
11.4,0.047,0.27,134.0,6.9,6,1
11.4,0.05,0.28,136.0,6.9,6,1
11.1,0.047,0.28,132.0,6.9,7,2
10.4,0.054000000000000006,0.46,126.0,6.9,6,1
12.0,0.044000000000000004,0.38,152.0,6.9,7,2
12.3,0.039,0.43,98.0,5.7,7,2
9.1,0.045,0.56,92.0,6.6,6,1
10.5,0.046,0.36,102.0,7.1,6,1
11.4,0.047,0.23,133.0,6.8,6,1
9.5,0.042,0.33,138.0,6.2,5,1
13.7,0.039,0.49,116.0,5.6,7,2
13.4,0.034,0.42,85.0,6.6,6,1
11.3,0.044000000000000004,0.18,143.0,7.3,7,2
10.0,0.037000000000000005,0.19,180.0,8.1,6,1
10.1,0.034,0.19,123.0,5.9,6,1
12.2,0.028999999999999998,0.16,81.0,6.2,6,1
13.4,0.034,0.42,85.0,6.6,6,1
9.3,0.042,0.135,101.0,5.7,6,1
13.7,0.039,0.49,116.0,5.6,7,2
12.3,0.039,0.19,98.0,6.9,7,2
11.3,0.044000000000000004,0.18,143.0,7.3,7,2
8.9,0.05,0.25,200.0,7.3,7,2
8.9,0.05,0.25,200.0,7.3,7,2
11.5,0.035,0.2,83.0,7.0,6,1
8.9,0.05,0.25,200.0,7.3,7,2
9.3,0.052000000000000005,0.67,222.0,6.3,6,1
11.1,0.044000000000000004,0.4,122.0,7.4,8,2
10.9,0.044000000000000004,0.26,128.0,7.1,8,2
11.6,0.043,0.31,73.0,9.0,5,1
10.2,0.069,0.39,117.0,6.3,4,0
10.5,0.034,0.22,90.0,8.2,8,2
11.4,0.033,0.19,78.0,7.1,6,1
8.9,0.05,0.25,200.0,7.3,7,2
10.6,0.04,0.2,118.0,7.9,6,1
11.6,0.037000000000000005,0.26,97.0,7.1,6,1
11.5,0.035,0.2,83.0,7.0,6,1
12.3,0.035,0.3,155.0,6.9,8,2
10.8,0.042,0.29,124.0,8.1,6,1
11.3,0.037000000000000005,0.17,130.0,5.8,6,1
9.3,0.038,0.415,63.0,5.9,5,1
10.0,0.045,0.23,128.0,6.6,6,1
11.0,0.057,0.55,366.5,8.6,3,0
10.2,0.044000000000000004,0.35,132.0,6.9,5,1
10.8,0.04,0.14,103.0,7.6,7,2
10.1,0.042,0.28,137.0,9.2,4,0
11.6,0.047,0.18,90.0,6.2,6,1
9.1,0.051,0.165,105.0,5.3,5,1
10.0,0.055999999999999994,0.25,225.0,9.8,4,0
10.8,0.042,0.29,124.0,8.1,6,1
11.4,0.052000000000000005,0.22,128.0,6.8,6,1
12.7,0.045,0.22,140.0,7.2,6,1
11.3,0.042,0.25,156.0,7.4,5,1
10.4,0.033,0.18,81.0,8.2,7,2
9.6,0.051,0.22,87.0,6.1,5,1
10.1,0.048,0.39,119.0,7.0,4,0
9.6,0.051,0.22,87.0,6.1,5,1
12.1,0.03,0.36,94.0,6.5,7,2
12.2,0.031,0.29,99.0,7.1,6,1
11.3,0.042,0.25,156.0,7.4,5,1
9.6,0.053,0.23,94.0,6.9,5,1
9.2,0.051,0.56,243.0,8.5,5,1
10.4,0.033,0.18,81.0,8.2,7,2
9.5,0.05,0.23,210.0,6.3,5,1
8.9,0.052000000000000005,0.25,226.0,6.1,5,1
8.8,0.05,0.26,162.0,7.2,5,1
10.5,0.057,0.31,117.0,7.2,5,1
9.4,0.061,0.25,117.0,8.0,5,1
12.2,0.04,0.18,125.0,7.0,6,1
11.3,0.033,0.43,158.0,7.8,6,1
12.2,0.044000000000000004,0.2,130.0,8.3,6,1
12.2,0.063,0.27,92.0,6.3,6,1
11.2,0.055,0.16,150.0,7.4,6,1
11.2,0.055,0.16,150.0,7.4,6,1
11.5,0.036000000000000004,0.19,172.0,6.9,6,1
11.3,0.033,0.43,158.0,7.8,6,1
9.3,0.048,0.4,138.0,7.2,5,1
11.3,0.033,0.43,158.0,7.8,6,1
11.8,0.034,0.52,156.0,7.6,7,2
9.2,0.054000000000000006,0.21,231.0,8.3,5,1
9.2,0.069,0.34,150.0,6.9,5,1
12.2,0.063,0.27,92.0,6.3,6,1
12.2,0.044000000000000004,0.2,130.0,8.3,6,1
12.2,0.044000000000000004,0.22,144.0,7.1,6,1
10.6,0.048,0.11,133.0,7.9,6,1
12.4,0.05,0.17,128.0,8.5,6,1
10.8,0.048,0.145,164.0,6.4,6,1
11.2,0.055,0.16,150.0,7.4,6,1
11.0,0.051,0.19,137.0,8.3,6,1
12.7,0.031,0.44,151.0,8.0,8,2
10.2,0.044000000000000004,0.2,163.0,7.0,5,1
11.5,0.036000000000000004,0.19,172.0,6.9,6,1
12.3,0.03,0.25,96.0,7.1,7,2
9.8,0.046,0.24,60.0,6.5,5,1
9.3,0.048,0.4,138.0,7.2,5,1
11.8,0.034,0.52,156.0,7.6,7,2
11.3,0.033,0.43,158.0,7.8,6,1
11.4,0.052000000000000005,0.21,48.0,7.8,5,1
10.8,0.038,0.2,128.0,7.0,6,1
9.5,0.057,0.25,85.0,6.9,4,0
10.2,0.05,0.08,148.0,7.2,6,1
10.7,0.027999999999999997,0.85,184.0,7.1,5,1
10.8,0.04,0.51,104.0,7.6,6,1
11.5,0.044000000000000004,0.22,159.0,7.9,6,1
10.7,0.055999999999999994,0.16,124.0,7.7,6,1
10.2,0.05,0.08,148.0,7.2,6,1
10.1,0.048,0.25,124.0,6.6,6,1
10.4,0.046,0.16,187.0,6.7,6,1
9.5,0.057,0.25,85.0,6.9,4,0
9.1,0.053,0.32,134.0,7.5,3,0
10.6,0.034,0.28,126.0,7.4,6,1
9.4,0.033,0.15,51.0,6.2,6,1
9.8,0.054000000000000006,0.25,169.0,6.7,6,1
9.5,0.044000000000000004,0.26,224.0,6.5,6,1
9.3,0.037000000000000005,0.16,187.0,7.9,5,1
10.3,0.03,0.185,117.0,5.6,6,1
11.1,0.031,0.2,97.0,7.5,5,1
10.0,0.046,0.3,188.0,8.0,5,1
12.3,0.033,0.34,180.0,8.0,8,2
12.4,0.033,0.35,186.0,7.7,8,2
12.3,0.03,0.29,197.0,7.6,7,2
10.4,0.039,0.62,62.0,6.7,5,1
12.1,0.044000000000000004,0.27,126.0,6.8,7,2
12.5,0.040999999999999995,0.27,86.0,7.7,6,1
13.0,0.043,0.51,155.0,6.7,6,1
11.0,0.03,0.19,132.0,7.4,7,2
10.1,0.04,0.2,169.0,8.3,5,1
9.2,0.034,0.3,121.0,6.6,5,1
12.6,0.039,0.36,124.0,6.8,7,2
12.2,0.045,0.17,126.0,7.0,8,2
9.8,0.040999999999999995,0.18,130.0,9.2,7,2
11.0,0.051,0.2,205.0,8.1,6,1
10.0,0.044000000000000004,0.26,160.0,7.8,6,1
9.8,0.06,0.21,170.0,6.8,6,1
10.5,0.053,0.2,144.0,7.9,5,1
10.0,0.061,0.18,145.0,8.0,5,1
11.2,0.042,0.23,126.0,8.8,6,1
11.0,0.034,0.22,134.0,7.3,7,2
11.2,0.031,0.22,161.0,7.3,6,1
11.0,0.03,0.19,132.0,7.4,7,2
10.5,0.039,0.155,136.0,7.3,6,1
10.6,0.037000000000000005,0.22,154.0,8.2,6,1
10.6,0.038,0.24,163.0,8.2,6,1
12.0,0.035,0.23,95.0,8.4,6,1
10.1,0.04,0.2,169.0,8.3,5,1
10.1,0.038,0.2,167.0,8.3,6,1
9.2,0.034,0.3,121.0,6.6,5,1
11.0,0.040999999999999995,0.21,164.0,6.9,5,1
10.0,0.044000000000000004,0.25,185.0,8.0,6,1
8.7,0.042,0.21,158.0,6.6,6,1
8.7,0.037000000000000005,0.27,156.0,7.2,5,1
11.0,0.045,0.28,195.0,7.9,6,1
11.1,0.037000000000000005,0.27,156.0,7.4,6,1
8.7,0.042,0.21,158.0,6.6,6,1
8.7,0.037000000000000005,0.27,156.0,7.2,5,1
11.2,0.037000000000000005,0.3,174.0,8.1,7,2
11.1,0.049,0.23,209.0,7.5,7,2
10.8,0.027999999999999997,0.26,107.0,7.3,6,1
9.0,0.044000000000000004,0.18,176.0,7.1,6,1
10.3,0.031,0.15,122.0,8.5,6,1
9.9,0.027999999999999997,0.13,24.0,8.9,5,1
10.0,0.04,0.28,148.0,8.1,6,1
9.8,0.034,0.17,106.0,6.0,6,1
10.8,0.027999999999999997,0.26,107.0,7.3,6,1
9.0,0.044000000000000004,0.18,176.0,7.1,6,1
9.1,0.028999999999999998,0.53,86.0,7.1,4,0
10.6,0.037000000000000005,0.16,104.0,7.2,6,1
10.6,0.038,0.14,99.0,7.3,6,1
9.9,0.027999999999999997,0.13,24.0,8.9,5,1
10.6,0.049,0.12,152.0,7.9,6,1
9.9,0.034,0.29,156.0,6.7,6,1
9.9,0.034,0.3,158.0,6.7,6,1
12.8,0.025,0.36,102.0,7.1,6,1
10.3,0.031,0.15,122.0,8.5,6,1
10.6,0.051,0.18,157.0,7.9,6,1
8.7,0.122,0.19,129.0,6.6,6,1
12.6,0.038,0.21,152.0,7.3,7,2
11.0,0.057,0.3,156.0,6.9,7,2
11.2,0.055999999999999994,0.42,164.0,7.9,7,2
10.7,0.032,0.24,148.0,6.9,7,2
9.6,0.036000000000000004,0.23,182.0,7.6,6,1
10.6,0.051,0.18,157.0,7.9,6,1
9.0,0.045,0.43,115.0,6.2,4,0
10.5,0.036000000000000004,0.35,56.0,8.8,4,0
12.8,0.033,0.3,156.0,7.8,6,1
10.1,0.059000000000000004,0.28,112.0,9.1,5,1
12.2,0.027000000000000003,0.34,126.0,7.1,7,2
12.8,0.033,0.3,156.0,7.8,6,1
10.1,0.059000000000000004,0.28,112.0,9.1,5,1
10.1,0.044000000000000004,0.19,117.0,8.5,6,1
9.2,0.046,0.18,158.0,7.6,5,1
9.9,0.055,0.19,110.0,7.5,5,1
9.7,0.055,0.3,188.0,7.4,6,1
9.9,0.038,0.3,157.0,6.7,5,1
9.9,0.040999999999999995,0.3,159.0,6.6,5,1
9.7,0.055,0.3,188.0,7.4,6,1
10.3,0.063,0.22,168.0,6.9,6,1
10.3,0.045,0.26,116.0,7.8,5,1
10.5,0.048,0.17,108.0,8.5,4,0
10.5,0.053,0.17,182.0,6.8,6,1
9.8,0.05,0.27,74.0,6.2,6,1
10.6,0.05,0.64,128.0,7.1,4,0
10.1,0.046,0.18,168.0,6.4,5,1
9.0,0.062,0.31,191.0,7.6,4,0
9.5,0.046,0.31,119.0,9.8,5,1
11.5,0.039,0.3,84.0,9.0,6,1
11.9,0.039,0.24,108.0,8.4,7,2
10.1,0.046,0.18,168.0,6.4,5,1
9.2,0.045,0.25,209.0,6.4,6,1
8.7,0.039,0.3,165.0,7.3,5,1
9.8,0.042,0.31,147.0,9.3,5,1
9.2,0.045,0.25,209.0,6.4,6,1
8.7,0.039,0.3,165.0,7.3,5,1
11.2,0.036000000000000004,0.27,122.0,7.0,6,1
12.3,0.027999999999999997,0.14,165.0,7.9,6,1
10.4,0.042,0.12,161.0,6.4,6,1
10.7,0.047,0.21,111.0,6.8,6,1
10.5,0.043,0.16,63.0,8.6,6,1
9.4,0.047,0.29,136.0,7.0,6,1
9.2,0.046,0.27,206.0,6.4,6,1
11.9,0.034,0.55,122.0,6.6,5,1
9.2,0.046,0.27,206.0,6.4,6,1
9.9,0.172,0.24,108.0,6.3,6,1
11.4,0.16699999999999998,0.33,94.0,6.7,6,1
9.4,0.047,0.29,136.0,7.0,6,1
10.7,0.046,0.34,223.0,8.2,6,1
12.7,0.034,0.39,77.0,5.6,5,1
13.5,0.034,0.41,53.0,5.6,7,2
9.5,0.048,0.41,137.0,6.7,5,1
12.9,0.032,0.26,113.0,7.1,9,2
12.5,0.031,0.32,109.0,7.5,6,1
9.5,0.04,0.19,118.0,5.8,7,2
8.6,0.057,0.27,235.0,6.9,5,1
10.0,0.048,0.2,212.0,8.1,7,2
12.5,0.031,0.32,109.0,7.5,6,1
10.1,0.04,0.26,100.0,8.2,6,1
11.3,0.027000000000000003,0.26,87.0,7.8,7,2
10.6,0.035,0.14,120.0,8.0,7,2
10.8,0.035,0.29,131.0,8.0,5,1
10.7,0.047,0.19,140.0,7.5,6,1
9.0,0.045,0.34,206.0,6.9,6,1
9.2,0.065,0.2,143.0,6.2,6,1
8.5,0.045,0.37,243.0,6.4,6,1
11.3,0.028999999999999998,0.22,128.0,6.2,8,2
11.3,0.027000000000000003,0.26,87.0,7.8,7,2
9.4,0.05,0.32,131.0,8.9,5,1
8.7,0.045,0.44,169.0,6.5,6,1
9.4,0.053,0.14,118.0,7.0,6,1
10.5,0.039,0.17,131.0,9.0,7,2
9.7,0.037000000000000005,0.26,161.0,6.4,6,1
10.2,0.048,0.22,195.0,9.0,6,1
9.4,0.05,0.32,131.0,8.9,5,1
11.5,0.057,0.2,108.0,8.2,6,1
9.6,0.047,0.15,98.0,7.8,6,1
11.4,0.053,0.25,121.0,6.9,5,1
11.5,0.057,0.2,108.0,8.2,6,1
12.2,0.040999999999999995,0.28,111.0,7.1,8,2
11.0,0.037000000000000005,0.19,110.0,7.4,7,2
9.2,0.048,0.25,228.0,8.3,6,1
10.2,0.035,0.14,126.0,7.5,6,1
10.0,0.043,0.49,149.0,7.8,5,1
9.7,0.042,0.12,160.0,8.1,6,1
9.2,0.239,0.47,220.0,7.6,5,1
10.5,0.042,0.22,105.0,7.9,5,1
10.0,0.043,0.49,149.0,7.8,5,1
10.1,0.054000000000000006,0.22,151.0,6.4,6,1
9.1,0.057999999999999996,0.19,134.0,7.3,7,2
10.2,0.049,0.3,144.0,8.1,7,2
9.1,0.057999999999999996,0.19,134.0,7.3,7,2
10.5,0.048,0.24,149.0,7.5,7,2
10.1,0.054000000000000006,0.22,151.0,6.4,6,1
12.1,0.036000000000000004,0.21,99.0,7.8,7,2
10.2,0.045,0.3,100.0,7.1,5,1
